id,session_id,message,created_at
646,10242,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:04:00+00
647,10242,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:05:00+00
648,10242,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:06:00+00
649,10243,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:06:00+00
650,10243,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:07:00+00
651,10243,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:08:00+00
652,10244,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:08:00+00
653,10244,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:09:00+00
654,10245,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:10:00+00
655,10245,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:11:00+00
656,10245,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:12:00+00
657,10246,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:12:00+00
658,10246,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:13:00+00
659,10246,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:14:00+00
660,10247,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:14:00+00
661,10247,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:15:00+00
662,10248,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:16:00+00
663,10248,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:17:00+00
664,10248,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:18:00+00
665,10249,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:18:00+00
666,10249,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:19:00+00
667,10249,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:20:00+00
668,10250,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:20:00+00
669,10250,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:21:00+00
670,10251,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:22:00+00
671,10251,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:23:00+00
672,10251,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:24:00+00
673,10252,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:24:00+00
674,10252,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:25:00+00
675,10252,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:26:00+00
676,10253,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:26:00+00
677,10253,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:27:00+00
678,10254,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:28:00+00
679,10254,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:29:00+00
680,10254,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:30:00+00
681,10255,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:30:00+00
682,10255,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:31:00+00
683,10255,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:32:00+00
684,10256,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:32:00+00
685,10256,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:33:00+00
686,10257,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:34:00+00
687,10257,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:35:00+00
688,10257,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:36:00+00
689,10258,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:36:00+00
690,10258,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:37:00+00
691,10258,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:38:00+00
692,10259,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:38:00+00
693,10259,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:39:00+00
694,10260,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:40:00+00
695,10260,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:41:00+00
696,10260,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:42:00+00
697,10261,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:42:00+00
698,10261,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:43:00+00
699,10261,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:44:00+00
700,10262,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:44:00+00
701,10262,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:45:00+00
702,10263,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:46:00+00
703,10263,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:47:00+00
704,10263,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:48:00+00
705,10264,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:48:00+00
706,10264,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:49:00+00
707,10264,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:50:00+00
708,10265,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:50:00+00
709,10265,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:51:00+00
710,10266,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:52:00+00
711,10266,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:53:00+00
712,10266,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:54:00+00
713,10267,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:54:00+00
714,10267,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:55:00+00
715,10267,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:56:00+00
716,10268,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:56:00+00
717,10268,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:57:00+00
718,10269,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:58:00+00
719,10269,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:59:00+00
720,10269,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:00:00+00
721,10270,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:00:00+00
722,10270,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:01:00+00
723,10270,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:02:00+00
724,10271,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:02:00+00
725,10271,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:03:00+00
726,10272,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:04:00+00
727,10272,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:05:00+00
728,10272,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:06:00+00
729,10273,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:06:00+00
730,10273,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:07:00+00
731,10273,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:08:00+00
732,10274,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:08:00+00
733,10274,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:09:00+00
734,10275,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:10:00+00
735,10275,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:11:00+00
736,10275,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:12:00+00
737,10276,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:12:00+00
738,10276,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:13:00+00
739,10276,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:14:00+00
740,10277,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:14:00+00
741,10277,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:15:00+00
742,10278,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:16:00+00
743,10278,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:17:00+00
744,10278,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:18:00+00
745,10279,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:18:00+00
746,10279,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:19:00+00
747,10279,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:20:00+00
748,10280,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:20:00+00
749,10280,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:21:00+00
750,10281,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:22:00+00
751,10281,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:23:00+00
752,10281,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:24:00+00
753,10282,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:24:00+00
754,10282,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:25:00+00
755,10282,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:26:00+00
756,10283,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:26:00+00
757,10283,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:27:00+00
758,10284,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:28:00+00
759,10284,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:29:00+00
760,10284,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:30:00+00
761,10285,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:30:00+00
762,10285,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:31:00+00
763,10285,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:32:00+00
764,10286,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:32:00+00
765,10286,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:33:00+00
766,10287,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:34:00+00
767,10287,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:35:00+00
768,10287,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:36:00+00
769,10288,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:36:00+00
770,10288,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:37:00+00
771,10288,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:38:00+00
772,10289,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:38:00+00
773,10289,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:39:00+00
774,10290,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:40:00+00
775,10290,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:41:00+00
776,10290,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:42:00+00
777,10291,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:42:00+00
778,10291,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:43:00+00
779,10291,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:44:00+00
780,10292,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:44:00+00
781,10292,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:45:00+00
782,10293,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:46:00+00
783,10293,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:47:00+00
784,10293,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:48:00+00
785,10294,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:48:00+00
786,10294,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:49:00+00
787,10294,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:50:00+00
788,10295,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:50:00+00
789,10295,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:51:00+00
790,10296,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:52:00+00
791,10296,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:53:00+00
792,10296,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:54:00+00
793,10297,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:54:00+00
794,10297,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:55:00+00
795,10297,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:56:00+00
796,10298,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:56:00+00
797,10298,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:57:00+00
798,10299,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:58:00+00
799,10299,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:59:00+00
800,10299,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:00:00+00
801,10300,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:00:00+00
802,10300,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:01:00+00
803,10300,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:02:00+00
804,10301,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:02:00+00
805,10301,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:03:00+00
806,10302,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:04:00+00
807,10302,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:05:00+00
808,10302,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:06:00+00
809,10303,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:06:00+00
810,10303,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:07:00+00
811,10303,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:08:00+00
812,10304,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:08:00+00
813,10304,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:09:00+00
814,10305,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:10:00+00
815,10305,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:11:00+00
816,10305,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:12:00+00
817,10306,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:12:00+00
818,10306,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:13:00+00
819,10306,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:14:00+00
820,10307,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:14:00+00
821,10307,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:15:00+00
822,10308,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:16:00+00
823,10308,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:17:00+00
824,10308,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:18:00+00
825,10309,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:18:00+00
826,10309,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:19:00+00
827,10309,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:20:00+00
828,10310,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:20:00+00
829,10310,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:21:00+00
830,10311,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:22:00+00
831,10311,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:23:00+00
832,10311,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:24:00+00
833,10312,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:24:00+00
834,10312,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:25:00+00
835,10312,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:26:00+00
836,10313,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:26:00+00
837,10313,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:27:00+00
838,10314,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:28:00+00
839,10314,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:29:00+00
840,10314,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:30:00+00
841,10315,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:30:00+00
842,10315,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:31:00+00
843,10315,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:32:00+00
844,10316,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:32:00+00
845,10316,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:33:00+00
846,10317,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:34:00+00
847,10317,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-03 11:35:00+00
848,10317,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-03 12:36:00+00
849,10318,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-04 10:36:00+00
850,10318,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-04 11:37:00+00
851,10318,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-04 12:38:00+00
852,10319,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-05 10:38:00+00
853,10319,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-05 11:39:00+00
854,10320,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-06 10:40:00+00
855,10320,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-06 11:41:00+00
856,10320,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-06 12:42:00+00
857,10321,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-07 10:42:00+00
858,10321,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-07 11:43:00+00
859,10321,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-07 12:44:00+00
860,10322,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-08 10:44:00+00
861,10322,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-08 11:45:00+00
862,10323,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-09 10:46:00+00
863,10323,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-09 11:47:00+00
864,10323,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-09 12:48:00+00
865,10324,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-10 10:48:00+00
866,10324,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-10 11:49:00+00
867,10324,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-10 12:50:00+00
868,10325,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-11 10:50:00+00
869,10325,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-11 11:51:00+00
870,10326,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-12 10:52:00+00
871,10326,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-12 11:53:00+00
872,10326,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-12 12:54:00+00
873,10327,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-13 10:54:00+00
874,10327,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-13 11:55:00+00
875,10327,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-13 12:56:00+00
876,10328,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-14 10:56:00+00
877,10328,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-14 11:57:00+00
878,10329,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-15 10:58:00+00
879,10329,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-15 11:59:00+00
880,10329,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-15 12:00:00+00
881,10330,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-16 10:00:00+00
882,10330,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-16 11:01:00+00
883,10330,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-16 12:02:00+00
884,10331,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-17 10:02:00+00
885,10331,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-17 11:03:00+00
886,10332,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-18 10:04:00+00
887,10332,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-18 11:05:00+00
888,10332,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-18 12:06:00+00
889,10333,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-19 10:06:00+00
890,10333,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-19 11:07:00+00
891,10333,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-19 12:08:00+00
892,10334,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-20 10:08:00+00
893,10334,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-20 11:09:00+00
894,10335,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-21 10:10:00+00
895,10335,"{""type"":""ai"",""content"":""Thanks for flagging — I will review the menu listing.""}",2026-06-21 11:11:00+00
896,10335,"{""type"":""human"",""content"":""Please also fix the items we removed last week.""}",2026-06-21 12:12:00+00
897,10336,"{""type"":""human"",""content"":""My weekly payout never arrived even though customers paid.""}",2026-06-01 10:12:00+00
898,10336,"{""type"":""ai"",""content"":""I am checking the settlement now. Which is your restaurant?""}",2026-06-01 11:13:00+00
899,10336,"{""type"":""human"",""content"":""It has been three days with nothing on my balance.""}",2026-06-01 12:14:00+00
900,10337,"{""type"":""human"",""content"":""My order shows cancelled but the customer already paid.""}",2026-06-02 10:14:00+00
901,10337,"{""type"":""ai"",""content"":""Let me look into the cancellation and the refund status.""}",2026-06-02 11:15:00+00
902,10338,"{""type"":""human"",""content"":""Customers complain the dish does not match the photo.""}",2026-06-03 10:16:00+00
